"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","numGenesContained","propSignifDeGenes","overlapCancerBlock","cancerBlockSign"
"chr7",132436074.5,132541338,-0.107060996162432,0.642365976974594,376,94696,94701,6,941,0,0,0.001001001001001,0.001,2,0,TRUE,-1
"chr8",96377380,96443153,-0.128274349571815,0.641371747859075,407,103725,103729,5,784,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr12",71850942,71899429,-0.21286540386205,0.638596211586149,565,142462,142464,3,397,0,0,0.001001001001001,0.001,1,1,FALSE,NA
"chr13",75736246,75794064,-0.212115731833264,0.636347195499793,601,150833,150835,3,144,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr3",131423855,131631841,-0.127069443842784,0.635347219213921,138,46413,46417,5,1028,0,0,0.001001001001001,0.001,1,1,TRUE,-1
"chr10",60898036.5,61050062,0.126442559047765,0.632212795238824,511,117340,117348,5,281,0,0,0.001001001001001,0.001,4,1,TRUE,-1
"chr16",87184939,87241473,-0.105296875260187,0.631781251561122,676,176001,176006,6,1115,0,0,0.001001001001001,0.001,1,1,TRUE,-1
"chr5",79040203,79135093,0.126134630786315,0.630673153931573,279,64692,64696,5,358,0,0,0.001001001001001,0.001,1,1,TRUE,-1
"chr17",79532290,79567631,0.105075677622421,0.630454065734523,685,187935,187940,6,1275,0,0,0.001001001001001,0.001,2,1,FALSE,NA
"chr6",137059970,137162231,0.125478477317909,0.627392386589543,344,81563,81576,5,947,0,0,0.001001001001001,0.001,3,1,TRUE,-1
"chr3",87810978,87810978,0.627168767980536,0.627168767980536,126,43965,43965,1,15,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr16",48993133,49056674,-0.124045298921685,0.620226494608425,671,172389,172393,5,502,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr1",58740398,58823579,-0.123824590807371,0.619122954036857,6,8926,8930,5,562,0,0,0.001001001001001,0.001,2,1,TRUE,-1
"chr20",34535607,34605662,-0.205887524766899,0.617662574300697,820,203550,203556,3,61,0,0,0.001001001001001,0.001,5,0.666666666666667,TRUE,-1
"chr2",120353875,120488830,-0.122870206811335,0.614351034056674,78,29772,29780,5,262,0,0,0.001001001001001,0.001,2,0.5,TRUE,-1
"chr20",35833211,35886425.5,-0.122733761094568,0.613668805472841,820,203680,203684,5,61,0,0,0.001001001001001,0.001,19,1,TRUE,-1
"chr5",145790404,145939975,-0.122607975607557,0.613039878037787,306,68547,68556,5,998,0,0,0.001001001001001,0.001,3,0.5,TRUE,-1
"chr10",121798120,121933691,-0.122585113699745,0.612925568498723,523,122282,122286,5,1054,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr14",69927947,69995178,-0.122373432589178,0.611867162945891,640,156410,156419,5,801,0,0,0.001001001001001,0.001,1,1,TRUE,-1
"chr17",20904603,20938740,0.101677607678184,0.610065646069106,677,180276,180281,6,1418,0,0,0.001001001001001,0.001,2,0,TRUE,1
"chr2",151889577,152018130,-0.121919263856162,0.609596319280812,85,31546,31550,5,286,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr16",78310016,78359082,-0.121862787440339,0.609313937201696,676,174872,174876,5,1115,0,0,0.001001001001001,0.001,5,1,TRUE,-1
"chr1",20015027,20113930,-0.121148966804568,0.605744834022842,3,4179,4183,5,1530,0,0,0.001001001001001,0.001,1,0,TRUE,1
"chr21",36478569,36577588.5,0.300742596208436,0.601485192416872,866,206522,206523,2,60,0,0,0.001001001001001,0.001,2,0,TRUE,-1
"chr16",61951081,62057179,-0.119861018855547,0.599305094277733,674,173377,173381,5,661,0,0,0.001001001001001,0.001,1,1,TRUE,-1
"chr3",49817940,49866346,0.118783160708071,0.593915803540354,113,41739,41753,5,1672,0,0,0.002002002002002,0.002,5,0.4,TRUE,-1
"chr19",41245574,41271256,0.197653641181629,0.592960923544888,789,197918,197924,3,965,0,0,0.002002002002002,0.002,3,0.333333333333333,FALSE,NA
"chr20",52226261,52357014,-0.295932366159813,0.591864732319627,831,204702,204707,2,17,0,0,0.002002002002002,0.002,1,1,TRUE,-1
"chr12",103406953,103486047,-0.196662121684431,0.589986365053291,580,143858,143860,3,2282,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr2",148356309,148416907,-0.116844198405477,0.584220992027387,85,31367,31371,5,286,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr8",135469737,135547992,-0.115942369028976,0.579711845144881,416,105876,105888,5,1023,0,0,0.002002002002002,0.002,1,0,TRUE,-1
"chr14",80267501,80319520,-0.289531207297091,0.579062414594182,640,157443,157444,2,801,0,0,0.002002002002002,0.002,14,1,TRUE,-1
"chr2",226981101,227049703,-0.115268350687365,0.576341753436825,100,35979,35983,5,86,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr6",75440995,75589206,0.115116907373108,0.575584536865538,324,78716,78720,5,190,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr1",167298762,167400121,-0.114765629758399,0.573828148791995,33,15186,15190,5,1584,0,0,0.002002002002002,0.002,3,0.5,FALSE,NA
"chr5",171918659,172000858,-0.113645570879754,0.568227854398768,310,70220,70224,5,677,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr15",64422261,64540691,0.113127498673999,0.565637493369994,659,163766,163780,5,1437,0,0,0.002002002002002,0.002,7,0.75,FALSE,NA
"chr14",79760047,79808311,-0.112598979371108,0.562994896855541,640,157425,157429,5,801,0,0,0.002002002002002,0.002,14,1,TRUE,-1
"chr4",26198975,26275089,-0.112388267964541,0.561941339822707,165,53389,53393,5,298,0,0,0.002002002002002,0.002,4,1,TRUE,-1
"chr10",65626240,65801633,-0.112199948222283,0.560999741111414,511,117639,117648,5,281,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr10",21551074,21586163,-0.112048247783558,0.560241238917792,494,115146,115150,5,587,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr12",86650107,86658696.5,-0.186001123432984,0.558003370298953,576,142976,142978,3,11,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr8",122543204,122598941,-0.111181220646694,0.555906103233469,416,105001,105005,5,1023,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr21",42440661,42514430,0.276008200019611,0.552016400039222,871,206815,206816,2,178,0,0,0.002002002002002,0.002,2,1,TRUE,-1
"chr14",95358101,95417572,-0.110219487512832,0.55109743756416,645,158371,158375,5,689,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr8",60214275,60444511,-0.110142481045453,0.550712405227267,395,102101,102105,5,155,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr8",31679994,31687351,0.275035730417193,0.550071460834386,384,100544,100545,2,560,0,0,0.002002002002002,0.002,5,1,TRUE,-1
"chr4",72246676,72333280,0.109904171818775,0.549520859093874,197,54960,54964,5,185,0,0,0.002002002002002,0.002,2,1,TRUE,-1
"chr4",147358444,147417332,-0.109594239799445,0.547971198997224,229,58145,58149,5,174,0,0,0.002002002002002,0.002,2,1,FALSE,NA
"chr18",13915006,13916234,-0.182526571907492,0.547579715722477,700,189176,189178,3,33,0,0,0.002002002002002,0.002,1,0,TRUE,-1
"chr13",79845094,79885536,-0.109337531017526,0.546687655087628,602,151051,151055,5,65,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr9",80981815,81003426,0.182031957840646,0.546095873521937,474,108927,108929,3,7,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr5",132855235,133011661,-0.182027941454553,0.546083824363658,304,67077,67084,3,322,0,0,0.002002002002002,0.002,1,1,TRUE,-1
"chr9",82372581,82449859,-0.18193432153875,0.54580296461625,475,108946,108948,3,15,0,0,0.002002002002002,0.002,0,NA,TRUE,-1
"chr5",136682394,136687328,-0.27216422606097,0.544328452121939,304,67443,67444,2,322,0,0,0.002002002002002,0.002,1,1,TRUE,-1
"chr10",97552565,97624891,0.108693156411346,0.543465782056728,518,120114,120118,5,1034,0,0,0.003003003003003,0.003,1,0,TRUE,-1
"chr11",100092054,100168001,-0.180097379110596,0.540292137331789,549,133514,133516,3,151,0,0,0.003003003003003,0.003,2,0,TRUE,-1
"chr4",166533691,166678822,-0.179474112495363,0.538422337486088,237,58981,58983,3,82,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr12",59434386,59508147,-0.107322136178566,0.53661068089283,562,141816,141820,5,362,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr3",105960717,106045899,-0.178865040456407,0.53659512136922,137,44460,44462,3,606,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr12",4224915,4303167,-0.10723052352031,0.53615261760155,552,137180,137188,5,1117,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr2",170103488,170157334,-0.106229074677401,0.531145373387006,87,32418,32422,5,802,0,0,0.003003003003003,0.003,1,1,TRUE,-1
"chr7",132003931,132068972,-0.106008574697369,0.530042873486846,376,94664,94668,5,941,0,0,0.003003003003003,0.003,2,1,TRUE,-1
"chr3",66623945,66680257,-0.106008185016538,0.530040925082691,113,43225,43229,5,1672,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr10",2653325,2699324,-0.176193816170068,0.528581448510203,493,113796,113798,3,668,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr5",32275566,32303446,0.105101113794098,0.525505568970492,267,62299,62303,5,299,0,0,0.003003003003003,0.003,2,1,FALSE,NA
"chr6",109139160,109198550,-0.105010498878743,0.525052494393717,341,80078,80087,5,473,0,0,0.003003003003003,0.003,1,0,TRUE,-1
"chr1",82579078,82607251,-0.104934843407699,0.524674217038496,14,10039,10043,5,53,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr1",46902388,46966189,-0.104687420929009,0.523437104645044,4,7895,7921,5,781,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr12",53910350,53970794,0.104567257104247,0.522836285521233,561,140942,140946,5,593,0,0,0.003003003003003,0.003,2,1,FALSE,NA
"chr7",94248343,94335845.5,0.104403445682055,0.522017228410276,368,91842,91855,5,732,0,0,0.003003003003003,0.003,3,1,TRUE,-1
"chr5",146435874.5,146461820,0.103770373621686,0.518851868108428,306,68583,68587,5,998,0,0,0.003003003003003,0.003,3,1,TRUE,-1
"chr10",77784369,77845945,-0.103614292822706,0.518071464113529,515,118644,118648,5,879,0,0,0.003003003003003,0.003,1,1,TRUE,-1
"chr1",214002456,214054363,-0.171768406219687,0.51530521865906,47,18413,18415,3,1301,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr3",118437576,118491179,-0.171654257713801,0.514962773141403,137,45077,45079,3,606,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr8",68658782.5,68827942,-0.1710908407491,0.513272522247299,398,102521,102523,3,244,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr8",82658145,82712467,0.170020139264571,0.510060417793714,402,103160,103162,3,104,0,0,0.003003003003003,0.003,3,0.5,TRUE,-1
"chr10",22499738,22609972.5,-0.169113701832404,0.507341105497212,494,115213,115227,3,587,0,0,0.003003003003003,0.003,1,1,TRUE,-1
"chr14",98919898,99118240,-0.168950680774658,0.506852042323976,646,158636,158638,3,742,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr3",180970464,181045270,-0.168749203358485,0.506247610075456,156,49016,49018,3,1076,0,0,0.003003003003003,0.003,3,1,TRUE,-1
"chr6",85715849,85824192,-0.168582970825751,0.505748912477254,330,79044,79046,3,50,0,0,0.003003003003003,0.003,0,NA,TRUE,-1
"chr3",50486444,50525669,-0.100959130468197,0.504795652340984,113,41905,41909,5,1672,0,0,0.003003003003003,0.003,1,1,TRUE,-1
"chr9",72158091,72347081,-0.167769424049993,0.503308272149979,469,108720,108725,3,72,0,0,0.003003003003003,0.003,3,0.5,TRUE,-1
"chr4",66321852,66321852,-0.497401508785692,0.497401508785692,193,54741,54741,1,9,0,0,0.004004004004004,0.004,2,1,TRUE,-1
"chr12",65350145,65445111,-0.165530598273233,0.662122393092932,565,142060,142063,4,397,0.001001001001001,0.001,0.001001001001001,0.001,1,1,TRUE,-1
"chr22",27282899,27422197,-0.164920079238036,0.659680316952143,879,208955,208958,4,32,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr4",182080478.5,182287129,-0.164341773977935,0.657367095911739,249,59465,59468,4,525,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr8",120779899,121044248,0.163456816265814,0.653827265063255,416,104918,104935,4,1023,0.001001001001001,0.001,0.001001001001001,0.001,3,1,FALSE,NA
"chr6",51250028,51359431,-0.163374074882521,0.653496299530083,314,77892,77895,4,2510,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr5",107569937,107614099,-0.162291926243467,0.649167704973868,296,65762,65765,4,383,0.001001001001001,0.001,0.001001001001001,0.001,1,1,FALSE,NA
"chr15",44373754,44507997,0.159912816590109,0.639651266360435,654,162349,162357,4,458,0.001001001001001,0.001,0.001001001001001,0.001,1,0,TRUE,-1
"chr16",52770656,52908117,-0.158492844199728,0.633971376798913,671,172694,172697,4,502,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr17",32992623,33091950,-0.158352296824279,0.633409187297115,678,181284,181287,4,1362,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr6",67178610,67606923,-0.158046671615349,0.632186686461398,320,78433,78436,4,12,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr13",103702677,103754324,-0.15635564437184,0.625422577487361,617,151920,151923,4,337,0.001001001001001,0.001,0.001001001001001,0.001,1,0,TRUE,-1
"chr1",229852018,230001110.5,-0.155300611098174,0.621202444392695,47,19752,19755,4,1301,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr11",45495631,45628269,-0.154642927647899,0.618571710591596,534,128232,128235,4,420,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr11",84254533,84403466,-0.152548351077544,0.610193404310175,540,132788,132791,4,181,0.001001001001001,0.001,0.001001001001001,0.001,2,0,TRUE,-1
"chr14",47096230,47311141,-0.152498831063082,0.609995324252326,633,154754,154762,4,18,0.001001001001001,0.001,0.001001001001001,0.001,2,0.5,TRUE,-1
"chr15",98064778,98155587,-0.150957339021506,0.603829356086024,661,167184,167187,4,285,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr18",21725731,21794764,0.150323194652646,0.601292778610585,707,189380,189383,4,15,0.001001001001001,0.001,0.001001001001001,0.001,4,1,TRUE,-1
"chr3",147656523,147680482,0.149908547874014,0.599634191496054,142,47368,47371,4,20,0.001001001001001,0.001,0.001001001001001,0.001,0,NA,TRUE,-1
"chr5",144078179,144325284,-0.269709017354691,0.539418034709383,306,68481,68482,2,998,0.001001001001001,0.001,0.003003003003003,0.003,0,NA,TRUE,-1
"chr14",38876825,38975251,-0.262872327722772,0.525744655445545,626,154607,154608,2,148,0.001001001001001,0.001,0.003003003003003,0.003,0,NA,TRUE,-1
"chr13",68682099.5,68682935.5,0.260536842974476,0.521073685948951,594,150700,150701,2,55,0.001001001001001,0.001,0.003003003003003,0.003,0,NA,TRUE,-1
"chr4",174703955,174723167,-0.253342879558549,0.506685759117099,243,59281,59282,2,160,0.001001001001001,0.001,0.003003003003003,0.003,0,NA,TRUE,-1
"chr3",153679297,153811985,-0.165836215688433,0.497508647065298,145,47769,47771,3,31,0.001001001001001,0.001,0.004004004004004,0.004,0,NA,TRUE,-1
"chr1",242310145,242407965,-0.165472034332489,0.496416102997466,48,20625,20627,3,476,0.001001001001001,0.001,0.005005005005005,0.005,1,1,TRUE,-1
"chr8",64518293,64615707,-0.165252403432296,0.495757210296887,396,102300,102302,3,43,0.001001001001001,0.001,0.005005005005005,0.005,0,NA,TRUE,-1
"chr11",30741136,30771240,-0.164104853012681,0.492314559038043,528,127364,127366,3,346,0.001001001001001,0.001,0.005005005005005,0.005,0,NA,TRUE,-1
"chr9",99253610,99318213,0.163991783516867,0.4919753505506,480,109717,109723,3,440,0.001001001001001,0.001,0.005005005005005,0.005,3,0.5,TRUE,-1
"chr5",91298666,91358623,-0.163170635367791,0.489511906103373,285,65191,65193,3,66,0.001001001001001,0.001,0.005005005005005,0.005,0,NA,TRUE,-1
"chr5",87049504,87168997,-0.16260130525638,0.48780391576914,283,65010,65012,3,40,0.001001001001001,0.001,0.005005005005005,0.005,0,NA,TRUE,-1
"chr15",36163070,36339476,-0.162572580545237,0.487717741635711,652,161479,161481,3,637,0.001001001001001,0.001,0.005005005005005,0.005,0,NA,TRUE,-1
"chr9",2817906,2838508,0.243096151469304,0.486192302938609,422,107492,107493,2,23,0.001001001001001,0.001,0.005005005005005,0.005,1,1,TRUE,1
"chr11",31262762,31343064,-0.161347630498734,0.484042891496201,528,127380,127382,3,346,0.001001001001001,0.001,0.005005005005005,0.005,1,0,TRUE,-1
"chr8",10123853,10149407,-0.160231769881412,0.480695309644238,382,98715,98717,3,558,0.001001001001001,0.001,0.005005005005005,0.005,1,1,TRUE,-1
"chr13",58299044,58299044,-0.479916181788258,0.479916181788258,589,150513,150513,1,7,0.001001001001001,0.001,0.005005005005005,0.005,2,1,TRUE,-1
"chr11",22067714,22201921,-0.239611257283349,0.479222514566699,524,127076,127077,2,1541,0.001001001001001,0.001,0.005005005005005,0.005,0,NA,TRUE,-1
"chr22",29185252,29225779,0.159690703536647,0.47907211060994,882,209015,209021,3,60,0.001001001001001,0.001,0.005005005005005,0.005,2,0,TRUE,1
"chr20",5080743,5170968,0.159665524588029,0.478996573764088,793,202321,202335,3,36,0.001001001001001,0.001,0.005005005005005,0.005,8,1,TRUE,1
"chr21",48024897,48025994.5,0.238747461150516,0.477494922301033,871,207826,207827,2,178,0.001001001001001,0.001,0.005005005005005,0.005,1,1,TRUE,-1
"chr8",4750513,4773213,-0.238452274529575,0.476904549059149,381,98309,98310,2,350,0.001001001001001,0.001,0.005005005005005,0.005,3,0,TRUE,-1
"chr4",155672265,155790525,-0.158840937976427,0.476522813929282,232,58623,58628,3,87,0.001001001001001,0.001,0.005005005005005,0.005,3,0.5,TRUE,-1
"chr8",53578814,53608045,0.158370347159771,0.475111041479314,392,101732,101734,3,60,0.001001001001001,0.001,0.005005005005005,0.005,1,0,TRUE,-1
"chr3",68185630,68316096,-0.237438962740052,0.474877925480105,113,43284,43285,2,1672,0.001001001001001,0.001,0.005005005005005,0.005,0,NA,TRUE,-1
"chr20",60709957,60768026,0.156466984264998,0.469400952794995,839,205196,205217,3,60,0.001001001001001,0.001,0.00700700700700701,0.007,5,0.25,FALSE,NA
"chr1",96048160,96048160,-0.464672729692699,0.464672729692699,16,10904,10904,1,321,0.001001001001001,0.001,0.00800800800800801,0.008,0,NA,TRUE,-1
"chr3",158679875,158787141,-0.154627306203552,0.463881918610657,147,48058,48060,3,113,0.001001001001001,0.001,0.00800800800800801,0.008,0,NA,TRUE,-1
"chr7",67676909,67722023,-0.154263065793723,0.462789197381169,361,90323,90325,3,199,0.001001001001001,0.001,0.00800800800800801,0.008,0,NA,TRUE,-1
"chr17",52510881,52600604,-0.15164652424548,0.45493957273644,682,184360,184362,3,251,0.001001001001001,0.001,0.01001001001001,0.01,0,NA,TRUE,-1
"chr5",28403960,28522099,-0.151581800194432,0.454745400583297,264,62190,62192,3,8,0.001001001001001,0.001,0.01001001001001,0.01,0,NA,TRUE,-1
"chr12",39763210,39800627,-0.151395363011781,0.454186089035342,560,139490,139492,3,118,0.001001001001001,0.001,0.01001001001001,0.01,4,1,FALSE,NA
"chr11",86730615,86793667,-0.150754663704879,0.452263991114638,540,132968,132975,3,181,0.001001001001001,0.001,0.013013013013013,0.013,2,0,TRUE,-1
"chr11",96466206,96620007,-0.147449560331321,0.589798241325283,544,133487,133490,4,263,0.002002002002002,0.002,0.002002002002002,0.002,0,NA,TRUE,-1
"chr10",78457164,78540716,-0.146429222991384,0.585716891965535,515,118684,118687,4,879,0.002002002002002,0.002,0.002002002002002,0.002,0,NA,TRUE,-1
"chr8",32284962,32345448,-0.145566246532527,0.582264986130106,385,100554,100557,4,98,0.002002002002002,0.002,0.002002002002002,0.002,5,1,TRUE,-1
"chr12",23738631.5,23919997,-0.145302673235809,0.581210692943237,556,138738,138741,4,391,0.002002002002002,0.002,0.002002002002002,0.002,6,1,TRUE,-1
"chr14",84294194,84479359,-0.145077305495883,0.580309221983531,644,157553,157556,4,33,0.002002002002002,0.002,0.002002002002002,0.002,0,NA,TRUE,-1
"chr15",88053404,88229106,-0.144260738382413,0.577042953529654,660,166291,166294,4,658,0.002002002002002,0.002,0.002002002002002,0.002,1,0,TRUE,-1
"chr4",151231429,151287731,-0.142713761749693,0.570855046998772,231,58302,58305,4,195,0.002002002002002,0.002,0.002002002002002,0.002,1,1,FALSE,NA
"chr16",58885137,58972525,-0.14205552394893,0.568222095795718,671,173343,173346,4,502,0.002002002002002,0.002,0.002002002002002,0.002,0,NA,TRUE,-1
"chr3",35799781,35986831,0.141931497259084,0.567725989036338,112,40272,40275,4,16,0.002002002002002,0.002,0.002002002002002,0.002,18,1,TRUE,-1
"chr20",411605,467753,0.141879449505616,0.567517798022462,791,201821,201829,4,89,0.002002002002002,0.002,0.002002002002002,0.002,4,0.666666666666667,TRUE,-1
"chr16",80178491,80265530,-0.138963641268884,0.555854565075534,676,174946,174949,4,1115,0.002002002002002,0.002,0.002002002002002,0.002,0,NA,TRUE,-1
"chr1",75808730,76076088,-0.138577669641904,0.554310678567615,12,9791,9794,4,159,0.002002002002002,0.002,0.002002002002002,0.002,1,1,TRUE,-1
"chr5",151946019,152029980,-0.138394443149626,0.553577772598506,306,69139,69142,4,998,0.002002002002002,0.002,0.002002002002002,0.002,0,NA,TRUE,-1
"chr4",125369980,125454319,-0.137951996471115,0.551807985884462,218,57350,57353,4,288,0.002002002002002,0.002,0.002002002002002,0.002,0,NA,TRUE,-1
"chr8",87570714,87721838,-0.136468973542217,0.545875894168866,405,103289,103292,4,28,0.002002002002002,0.002,0.002002002002002,0.002,2,0.5,TRUE,-1
"chr3",81886014,81940766,-0.136102230158972,0.544408920635886,119,43868,43871,4,25,0.002002002002002,0.002,0.002002002002002,0.002,0,NA,TRUE,-1
"chr5",3844117,3932189,-0.133304056387593,0.533216225550371,250,61249,61257,4,409,0.002002002002002,0.002,0.003003003003003,0.003,0,NA,TRUE,-1
"chr8",77082115,77220653.5,-0.132951081801561,0.531804327206244,399,102908,102911,4,128,0.002002002002002,0.002,0.003003003003003,0.003,0,NA,TRUE,-1
"chr4",146951349,147075042,-0.132668015074529,0.530672060298116,229,58129,58132,4,174,0.002002002002002,0.002,0.003003003003003,0.003,1,0,TRUE,-1
"chr13",59686676,59796636,-0.13065092494764,0.522603699790562,590,150533,150536,4,95,0.002002002002002,0.002,0.003003003003003,0.003,0,NA,TRUE,-1
"chr22",18168356,18217141,0.130349580056847,0.521398320227386,873,207986,207989,4,55,0.002002002002002,0.002,0.003003003003003,0.003,4,1,FALSE,NA
"chr16",23798532,23881993,-0.130091862329605,0.520367449318419,665,170963,170971,4,586,0.002002002002002,0.002,0.003003003003003,0.003,4,1,TRUE,-1
"chr2",137935851,138019701,-0.129957386421466,0.519829545685865,82,31069,31072,4,91,0.002002002002002,0.002,0.003003003003003,0.003,1,1,TRUE,-1
"chr15",92769013,92888042,-0.129774835988929,0.519099343955714,660,166846,166849,4,658,0.002002002002002,0.002,0.003003003003003,0.003,0,NA,TRUE,-1
"chr3",184010364,184038520,0.129132309402662,0.516529237610647,156,49284,49297,4,1076,0.002002002002002,0.002,0.003003003003003,0.003,11,0.5,TRUE,-1
"chr6",99373813,99461062,-0.129018758266473,0.516075033065891,339,79532,79540,4,74,0.002002002002002,0.002,0.003003003003003,0.003,1,0,TRUE,-1
"chr19",46969919,47158033.5,0.128926956996994,0.515707827987977,789,198983,199026,4,965,0.002002002002002,0.002,0.003003003003003,0.003,8,0.875,TRUE,-1
"chr12",42299446,42418048,-0.128463329707209,0.513853318828837,560,139563,139566,4,118,0.002002002002002,0.002,0.003003003003003,0.003,0,NA,TRUE,-1
"chr12",13643186,13687295,-0.127097220101476,0.508388880405906,552,138319,138322,4,1117,0.002002002002002,0.002,0.003003003003003,0.003,0,NA,FALSE,NA
"chr8",33628265,33783578,-0.126700873334213,0.506803493336853,385,100624,100627,4,98,0.002002002002002,0.002,0.003003003003003,0.003,0,NA,TRUE,-1
"chr4",145268453,145430689,-0.125984469330956,0.503937877323823,229,58038,58041,4,174,0.002002002002002,0.002,0.003003003003003,0.003,0,NA,TRUE,-1
"chr18",48597043,48609268,0.235633810255815,0.471267620511631,741,190070,190071,2,9,0.002002002002002,0.002,0.00700700700700701,0.007,1,1,FALSE,NA
"chr19",19672779,19702508,-0.234970790384031,0.469941580768063,775,196098,196099,2,232,0.002002002002002,0.002,0.00700700700700701,0.007,1,1,FALSE,NA
"chr22",46114168,46240067,-0.232457517783011,0.464915035566021,887,210785,210786,2,335,0.002002002002002,0.002,0.00700700700700701,0.007,2,0,TRUE,-1
"chr9",84861834,84888492,-0.231847236160967,0.463694472321933,478,108988,108989,2,34,0.002002002002002,0.002,0.00800800800800801,0.008,0,NA,TRUE,-1
"chr5",105233133,105422007,-0.229497316246558,0.458994632493116,295,65678,65679,2,7,0.002002002002002,0.002,0.00900900900900901,0.009,0,NA,TRUE,-1
"chr11",79389968,79515267,-0.229348899778192,0.458697799556385,538,132676,132677,2,1752,0.002002002002002,0.002,0.00900900900900901,0.009,0,NA,TRUE,-1
"chr10",120154512,120168048,-0.229237571454533,0.458475142909067,522,122100,122101,2,115,0.002002002002002,0.002,0.00900900900900901,0.009,0,NA,TRUE,-1
"chr16",78640531,78782477,-0.2292044270222,0.4584088540444,676,174891,174892,2,1115,0.002002002002002,0.002,0.00900900900900901,0.009,5,1,TRUE,-1
"chr2",149571451,149679934,-0.149427971366238,0.448283914098715,85,31426,31438,3,286,0.002002002002002,0.002,0.014014014014014,0.014,2,0,TRUE,-1
"chr20",31239171,31291155,-0.14767630178637,0.44302890535911,819,203230,203232,3,116,0.002002002002002,0.002,0.014014014014014,0.014,4,1,TRUE,-1
"chr2",199202432,199202432,-0.442884989876113,0.442884989876113,94,34006,34006,1,111,0.002002002002002,0.002,0.014014014014014,0.014,1,1,FALSE,NA
"chr12",127599623,127655726,0.147040863360226,0.441122590080679,580,146573,146580,3,2282,0.002002002002002,0.002,0.016016016016016,0.016,0,NA,TRUE,-1
"chr10",117586620,117662822,-0.146972494404701,0.440917483214102,522,121878,121880,3,115,0.002002002002002,0.002,0.016016016016016,0.016,2,1,TRUE,-1
"chr13",77957445,78049871,-0.146353171357711,0.439059514073134,601,150971,150973,3,144,0.002002002002002,0.002,0.016016016016016,0.016,0,NA,TRUE,-1
"chr2",213011058,213248884,0.144510047013688,0.433530141041063,96,34895,34897,3,20,0.002002002002002,0.002,0.019019019019019,0.019,1,0,TRUE,-1
"chr10",107442878,107460450,-0.144038259823847,0.432114779471541,519,121353,121355,3,7,0.002002002002002,0.002,0.019019019019019,0.019,0,NA,TRUE,-1
"chr4",38289480,38426028,-0.144016151641604,0.432048454924811,177,53636,53638,3,254,0.002002002002002,0.002,0.019019019019019,0.019,0,NA,FALSE,NA
"chr13",48388426,48412113,-0.143920553976082,0.431761661928246,585,149951,149953,3,331,0.002002002002002,0.002,0.019019019019019,0.019,0,NA,TRUE,-1
"chr15",86482964,86632956,-0.141786123644511,0.425358370933533,660,166263,166265,3,658,0.002002002002002,0.002,0.021021021021021,0.021,0,NA,TRUE,-1
